titulo|autores|isbn|calificacion_promedio
The Actor in You: Sixteen Simple Steps to Understanding the Art of Acting|Robert Benedetti|0205479804|3.7
The Cat Who Played Post Office (Cat Who...  #6)|Lilian Jackson Braun|0747250375|3.96
The Handmaid's Tale|Margaret Atwood|038549081X|4.09
Just Above My Head|James Baldwin|0385334567|4.37
Nobody Knows My Name|James Baldwin|0679744738|4.35
Tell Me How Long the Train's Been Gone|James Baldwin|0375701893|4.25
Giovanni's Room|James Baldwin|0141186356|4.23
If Beale Street Could Talk|James Baldwin|0307275930|4.24
Tell My Horse: Voodoo and Life in Haiti and Jamaica|Zora Neale Hurston|0060916494|3.97
Wrapped in Rainbows: The Life of Zora Neale Hurston|Valerie Boyd|0743253299|4.31
Going to Meet the Man|James Baldwin|0679761799|4.34
The Amen Corner|James Baldwin|0375701885|3.9
Blues for Mister Charlie|James Baldwin|0679761780|4.12
Every Tongue Got to Confess: Negro Folk-tales from the Gulf States|Zora Neale Hurston-Carla Kaplan-John Edgar Wideman|0060934549|3.98
Factotum|Charles Bukowski|006113127X|3.96
Women|Charles Bukowski|0061177598|3.87
Ham on Rye|Charles Bukowski|006117758X|4.15
Notes of a Dirty Old Man|Charles Bukowski-Matthias Schultheiss-Ντίνα Σώτηρα|0872860744|3.98
Tales of Ordinary Madness|Charles Bukowski|0872861554|3.97
You Get So Alone at Times That it Just Makes Sense|Charles Bukowski|0876856830|4.25
Tiempo De Matar|John Grisham|8408041258|4.06
The Wakefields of Sweet Valley (Sweet Valley High Magna Editions #1)|Francine Pascal-Kate William|0553292781|3.91
The Wedding (Sweet Valley High  #98)|Francine Pascal-Kate William|0553298550|3.53
Alone in the Crowd (Sweet Valley High  #28)|Francine Pascal-Kate William|0553280872|3.45
Taking Sides (Sweet Valley High  #31)|Francine Pascal-Kate William|0553258869|3.39
The Wakefield Legacy: The Untold Story (Sweet Valley High Magna Editions #2)|Francine Pascal-Kate William|0553297945|3.94
Playing with Fire (Sweet Valley High  #3)|Francine Pascal-Kate William|0553276697|3.47
Love at First Bite (Dark-Hunter #6.5; Wild Wulfs of London #2.5; Companion #3.5)|Sherrilyn Kenyon-L.A. Banks-Susan Squires-Ronda Thompson|0312349297|4.06
Spunk & Bite: A Writer's Guide to Punchier  More Engaging Language & Style|Arthur Plotnik|0375721150|3.91
Cookies: Bite-Size Life Lessons|Amy Krouse Rosenthal-Jane Dyer|006058081X|4.19
Bite Me If You Can (Argeneau #6)|Lynsay Sands|0060774126|4.27
Aftershock  (Sweet Valley High Super Edition  #12)|Francine Pascal-Kate William|0553492365|3.72
Sweet 18 (SVH Senior Year  #48)|Francine Pascal-Kate William|0553493973|3.51
The New Jessica (Sweet Valley High  #32)|Francine Pascal-Kate William|0553275607|3.45
Double Love (Sweet Valley High  #1)|Francine Pascal-Kate William|0553275674|3.54
Secrets (Sweet Valley High  #2)|Francine Pascal-Kate William|055327578X|3.46
Happily Ever After (Sweet Valley High  #134)|Francine Pascal-Kate William|0553570684|3.6
Forbidden Love (Sweet Valley High #34)|Francine Pascal-Kate William|0553275216|3.33
Control Freak (SVH Senior Year  #35)|Francine Pascal|0553493841|3.36
Mosquito Bite|Alexandra Siy-Dennis Kunkel|157091592X|3.51
Love Bites (Argeneau #2)|Lynsay Sands|0505525534|4.12
Nigella Bites: From Family Meals to Elegant Dinners--Easy  Delectable Recipes for Any Occasion|Nigella Lawson-Francesca Yorke|0786868694|3.99
The Pursuit of History|John Tosh-Sean Lang|1405823518|3.45
Vegas Bites: A Werewolf Romance Anthology|L.A. Banks-J.M. Jeffries-Seressie Glass-Natalie Dunbar|1600430015|4.11
A Bite to Remember (Argeneau #5)|Lynsay Sands|006077407X|4.24
Boys that Bite (Blood Coven Vampire  #1)|Mari Mancusi|0425209423|3.68
A Quick Bite (Argeneau #1)|Lynsay Sands|0060773758|3.91
Bite Club (Bite Club  #1)|Howard Chaykin-David Tischman-David Hahn|1845760654|3.1
Last Bite|Nancy Verde Barr|1565124952|3.42
Bite Me!: An Unofficial Guide to the World of Buffy the Vampire Slayer|Nikki Stafford|1550225405|4.13
Small Bites  Big Nights: Seductive Little Plates for Intimate Occasions and Lavish Parties|Govind Armstrong-Lisa Romerein-Tyler Florence|0307337936|3.6
Plants Bite Back! (DK Readers)|Richard Platt|0789447541|3.84
Last Wish (Sweet Valley High)|Francine Pascal|0553507354|3.92
Starting Over (Sweet Valley High  #33)|Francine Pascal-Kate William|0553274910|3.37
Dear Sister (Sweet Valley High  #7)|Francine Pascal-Kate William|0553276727|3.53
Don't Wait for Your Ship to Come In... Swim Out to Meet It!: Bite-Sized Inspirations to Help You Achieve Your Dreams|John Mason|1562920588|3.22
Magic Bites (Kate Daniels  #1)|Ilona Andrews|0441014895|4.07
The Secret Garden|Frances Hodgson Burnett-Graham Rust|0590240773|4.13
The Secret Garden|Frances Hodgson Burnett-Scott McKowen|1402714599|4.13
The Secret Garden Coloring Book|Brian Doherty-Frances Hodgson Burnett-Thea Kliros|0486276805|4.25
A Little Princess|Frances Hodgson Burnett-Scott McKowen|1402714548|4.19
Mary Anne and the Little Princess (The Baby-Sitters Club  #102)|Ann M. Martin|0590692089|3.58
A Little Princess|Tania Zamorsky-Frances Hodgson Burnett-Lucy Corvino-Arthur Pober|1402712758|4.16
The Little Princesses|Marion Crawford-Jennie Bond|0312312156|4.0
Laura Ingalls Wilder Country: The People and places in Laura Ingalls Wilder's life and books|William   Anderson-Leslie A.  Kelly|0060973463|4.23
The Collected Works of C.S. Lewis|C.S. Lewis-Michael Hauge|0884861511|4.45
The Stolen Child|Keith Donohue|0385516169|3.71
Pedro Páramo|Juan Rulfo|8433920707|4.05
Pedro Páramo / El Llano en llamas|Juan Rulfo|9703705774|4.29
Pedro Páramo|Juan Rulfo|9685208557|4.05
Pedro Paramo / El Llano En Llamas|Juan Rulfo|840804575X|4.29
Pedro Páramo|Juan Rulfo|351801434X|4.05
Peter Pan in Kensington Gardens / Peter and Wendy|J.M. Barrie-Peter Hollindale|0192839292|4.07
Peter Pan And Wendy|J.M. Barrie-Ken Geist|0439672570|4.08
Adventures of Huckleberry Finn|Mark Twain|0440300282|3.81
Alice in Wonderland / Hunting of the Snark|Lewis Carroll-Donald J. Gray|0393958043|4.06
Holes|Louis Sachar|0440419468|3.95
Rabbit Hole|David Lindsay-Abaire|1559362901|4.06
Stanley Yelnats' Survival Guide to Camp Green Lake (Holes  #1.5)|Louis Sachar|0747563659|3.62
A Magic Crystal? (Marvin Redpost)|Louis Sachar|0747562830|3.74
There's A Boy In The Girl's Bathroom|Louis Sachar|0007178638|3.98
Holes (Holes  #1)|Louis Sachar|0439244196|3.95
Super Fast Out of Control|Louis Sachar|0747566828|3.75
The Anthology at the End of the Universe: Leading Science Fiction Authors on Douglas Adams' The Hitchhiker's Guide to the Galaxy|Glenn Yeffeth-Don DeBrandt-Cory Doctorow-Bruce Bethke-Adam Roberts-Lawrence Watt-Evans-Selina Rosen-Mark W. Tiedemann-Jacqueline Carey-Susan Sizemore-Vox Day-Stephen Baxter-A.M. Dellamonica-Marguerite Krause-John Shirley-Adam-Troy Castro-Amy Berner-Maria  Alexander-Marie-Catherine Caillava-Mike Byrne|1932100563|3.85
The Feminine Mystique|Betty Friedan-Anna Quindlen|0393322572|3.87
"Betty Friedan and the Making of ""The Feminine Mystique"": The American Left  the Cold War  and Modern Feminism"|Daniel Horowitz|1558492763|3.59
James Herriot's Treasury for Children: Warm and Joyful Tales by the Author of All Creatures Great and Small|James Herriot-Ruth Brown-Peter Barrett|0312085125|4.44
James Herriot's Dog Stories|James Herriot-Victor G. Ambrus|0312364520|4.4
The Real James Herriot: A Memoir of My Father|Jim Wight|0345434900|4.2
The Lord God Made Them All|James Herriot|0312966202|4.41
All Things Bright and Beautiful (All Creatures Great and Small)|James Herriot|0312330863|4.31
We Need More Rabbits!|Judy Allen|0099403757|3.0
Who Was Mark Twain?|April Jones Prince-Nancy Harrison-John   O'Brien|0448433192|4.15
Roughing It|Mark Twain-Henry B. Wonham|0743436504|3.9
The Complete Essays of Mark Twain|Mark Twain-Charles Neider|0306809575|4.32
Death of a Salesman|Arthur  Miller|0670261556|3.5
The Portable Arthur Miller|Arthur  Miller-Harold Clurman-Christopher Bigsby|0142437557|4.19
Collected Plays 1944-1961|Arthur  Miller-Tony Kushner|193108291X|4.21
Incident at Vichy|Arthur  Miller|0140481931|3.93
The Crucible: Text and Criticism|Arthur  Miller-Gerald Weales-Henry Steele Commager-Penelope Curtis-Stephen Fender-Henry Hewes-Harold Hobson-Albert Hunt-Aldous Huxley-Walter Kerr-Deodat Lawson-David Levin-Joseph R. McCarthy-Richard H. Rovere-Jean-Paul Sartre-Budd Schulberg-Jean Selz-George Bernard Shaw-Joseph T. Shipley-Bernard Stambler-Mark Twain-Brooks Atkinson-Robert Warshow-William Wiegand-Marcel Aymé-Lee Baxandall-Eric Bentley-Herbert Blau-Robert Calef-Whittaker Chambers-John  Hale|0140247726|3.57
Discovering Great Artists: Hands-On Art for Children in the Styles of the Great Masters|MaryAnn F. Kohl-Kim Solga-Rebecca Van Slyke|0935607099|4.24
The Portable Thomas Jefferson|Thomas Jefferson-Merrill D. Peterson|0140150803|4.05
Autobiography of Thomas Jefferson|Thomas Jefferson|0486442896|3.86
Juan Rulfo's Mexico|Juan Rulfo-Carlos Fuentes-Margo Glantz-Jorge Alberto Lozoya-Eduardo Rivero-Víctor Jiménez-E. Billeter|158834097X|4.46
Pedro Páramo|Juan Rulfo-Margaret Sayers Peden-Susan Sontag|0802133908|4.05
The Burning Plain and Other Stories|Juan Rulfo-Kermit Oliver-George D. Schade|0292701322|4.19
México: Juan Rulfo  fotográfo|Juan Rulfo-Carlos Fuentes-Margo Glantz-Jorge Alberto Lozoya-Eduardo Rivero-Víctor Jiménez-Erika Billeter|8477827788|4.46
Laughter and Tears: A Family's Journey to Understanding the Autism Spectrum|Ann Hewetson|1843103311|4.0
The Irish Anatomist: A Study of Flann O'Brien|Keith Donohue|1930901356|5.0
Quito 1599: City and Colony in Transition|Kris Lane-Lyman L. Johnson|082632357X|3.59
1599: A Year in the Life of William Shakespeare|James Shapiro|0571214800|4.09
Stranger from the Past|Penny Jordan|0373115997|3.21
The Olive Farm: A Memoir of Life  Love  and Olive Oil in the South of France|Carol Drinkwater|0142001309|3.81
Olives: The Life and Lore of a Noble Fruit|Mort Rosenblum|1899791388|3.92
Confederates in the Attic: Dispatches from the Unfinished Civil War|Tony Horwitz|067975833X|4.09
Convergence Culture: Where Old and New Media Collide|Henry Jenkins|0814742815|3.84
The Sling and the Stone: On War in the 21st Century|Thomas X. Hammes|0760324077|3.89
Mistletoe|Hailey Abbott-Melissa de la Cruz-Aimee Friedman-Nina Malkin|0439863686|3.41
The Guide to Hollywood and Beverly Hills|Charles Lockwood|0517550369|4.33
Follow Your Heart's Vegetarian Soup Cookbook|Janice Cook Migliaccio|0880071311|3.47
Your Best Friend's Boyfriend (Follow Your Heart  #1)|J.E. Bright|0439791405|3.35
Follow Your Heart|Susanna Tamaro-John T. Cullen|0385316577|3.57
Naughty Little Secret|Shayla Black-Shelley Bradley|1599982935|3.73
No Accident (Little Secrets  #2)|Emily Blake|0439829135|4.17
Dirty Little Secrets (Marisela Morales/Dirty #1)|Julie Leto|1416501622|3.58
Dirty Little Secrets|Joy King|031235407X|4.16
Her Little Secret (Women in Blue #4)|Anna Adams|0373712480|3.3
Three Little Secrets (MacLachlan Family  #4)|Liz Carlyle|0743496124|3.83
Lori's Little Secret (Bravo Family  #15) (Bravo Family Ties Miniseries  #3)|Christine Rimmer|0373246838|3.73
The Day My Butt Went Psycho|Andy Griffiths-Miles Thompson|0439424690|3.72
Just Disgusting!|Andy Griffiths-Terry Denton|0330363689|3.81
Thorn in Her Side (The Princess School  #7)|Jane B. Mason-Sarah Hines Stephens|0439798736|3.87
The Princess of the Chalet School|Elinor M. Brent-Dyer|000690601X|4.1
The Princess Diaries (The Princess Diaries  #1)|Meg Cabot|0613371658|3.78
Let Down Your Hair|Jane B. Mason-Sarah Hines Stephens|043962939X|3.83
Awakening (Chasing Yesterday  #1)|Robin Wasserman|0439933382|3.95
Betrayal (Chasing Yesterday  #2)|Robin Wasserman|0439933412|3.97
Fun Home: A Family Tragicomic|Alison Bechdel|0618477942|4.09
Second Home: Finding Your Place in the Fun (Better Homes and Gardens)|Denny Caringer-Better Homes and Gardens|0696211521|3.83
Six Frigates: The Epic History of the Founding of the U. S. Navy|Ian W. Toll|0393058476|4.32
Power  Sex  Suicide: Mitochondria and the Meaning of Life|Nick Lane|0199205647|4.24
Die Tagebücher einer Nanny|Emma McLaughlin-Nicola Kraus|3442545536|3.42
1491: New Revelations of the Americas Before Columbus|Charles C. Mann|1400032059|4.02
Saint Ignatius Loyola: The Pilgrim Years 1491-1538|James Brodrick|0898706831|4.1
Deep Storm (Jeremy Logan  #1)|Lincoln Child|0385515502|3.87
Death Match|Lincoln Child|0307275566|3.78
The Wheel of Darkness (Pendergast  #8)|Douglas Preston-Lincoln Child|0446580287|3.93
Reliquary (Pendergast  #2)|Douglas Preston-Lincoln Child|0765354950|4.02
The Cabinet of Curiosities (Pendergast  #3)|Douglas Preston-Lincoln Child|0446611239|4.26
Still Life With Crows (Pendergast  #4)|Douglas Preston-Lincoln Child|0446612766|4.19
Dancing on My Grave|Gelsey Kirkland-Greg Lawrence|051509465X|3.79
Dancing on His Grave: A True Story of Survival and Triumph|Barbara Richard|1412086531|3.76
I Don't Know How She Does It (Kate Reddy  #1)|Allison Pearson|0375713751|3.32
I Don't Know How She Does It (Kate Reddy  #1)|Allison Pearson|0099428385|3.32
The Gormenghast Novels (Gormenghast  #1-3)|Mervyn Peake-Anthony Burgess-Quentin Crisp|0879516283|3.99
Gormenghast|Mervyn Peake-Gilberte Lambrichs-Patrick Reumaux|2859406123|4.01
Gormenghast (Gormenghast  #2)|Mervyn Peake|0345730089|4.01
Perfect Girls  Starving Daughters: The Frightening New Normalcy of Hating Your Body|Courtney E. Martin|0743287967|3.78
The 21 Success Secrets of Self-Made Millionaires: How to Achieve Financial Independence Faster and Easier Than You Ever Thought Possible|Brian Tracy|1583762051|4.05
The Cake Book|Tish Boyle-John Uher|0471469335|4.18
Grand Finales: A Modernist View of Plated Desserts|Tish Boyle-Timothy Moriarty|0471292516|4.24
The Making of the Fittest: DNA and the Ultimate Forensic Record of Evolution|Sean B. Carroll-Jamie W. Carroll-Leanne M. Olds|0393061639|4.07
The Bride Finder (St. Leger  #1)|Susan Carroll|0449003884|3.81
The Courtesan (The Dark Queen Saga  #2)|Susan Carroll|0345437977|3.9
Giovanni and Lusanna: Love and Marriage in Renaissance Florence|Gene A. Brucker|0520244958|3.56
The Collected Poetry  1968-1998|Nikki Giovanni-Virginia C. Fowler|0060724293|4.42
Mozart's Don Giovanni (the Dover Opera Libretto Series)|Wolfgang Amadeus Mozart-Lorenzo Da Ponte-Ellen H. Bleiler|0486249441|3.93
Love Poems|Nikki Giovanni|0688149898|4.27
Rosa|Nikki Giovanni-Bryan Collier|0805071067|4.35
The covert war against rock: what you don't know about the deaths of Jim Morrison  Tupac Shakur  Michael Hutchence  Brian Jones  Jimi Hendrix  Phil Ochs  Bob Marley  Peter Tosh  John Lennon  The Notorious B.I.G|Alex Constantine|092291561X|3.59
Gale Gand's Short + Sweet : Quick Desserts with Eight Ingredients or Less|Gale Gand-Julia Moskin-Tim Turner|1400047331|3.74
What Angels Fear (Sebastian St. Cyr  #1)|C.S. Harris|0451219716|3.89
Breaking Free from Compulsive Eating|Geneen Roth|0452270847|4.01
When Food Is Love: Exploring the Relationship Between Eating and Intimacy|Geneen Roth|0452268184|4.04
Orin Aoraiosaa: Songs for Selected Heads|John    Mason|1881244067|4.39
Guide to Stress Reduction|L. John Mason|1587610914|4.22
La máquina de follar|Charles Bukowski|8433920448|3.97
Getting a Grip on the Basics: Building a Firm Foundation for the Victorious Christian Life|Beth A. Jones|1577948262|4.64
Freedom Riders: John Lewis and Jim Zwerg on the Front Lines of the Civil Rights Movement|Ann Bausum|0792241738|3.97
Bite Club! (West Hollywood Vampires #1)|Hal Bodner|0739455273|3.81
The Milagro Beanfield War|John     Nichols|0805063749|4.09
The Magic Journey|John     Nichols|0805063390|3.91
Captain Slaughterboard Drops Anchor|Mervyn Peake|0763616257|4.08
Hide-and-Seek with Angels: The Life of J.M. Barrie|Lisa Chaney|0099453231|3.88
The Hunted (Vampire Huntress  #3)|L.A. Banks|0312937725|4.14
The Bitten (Vampire Huntress  #4)|L.A. Banks|0312324081|4.23
The Forsaken (Vampire Huntress  #7)|L.A. Banks|0312352352|4.35
Minion (Vampire Huntress  #1)|L.A. Banks|0312987013|3.44
The Awakening (Vampire Huntress  #2)|L.A. Banks|0312987021|3.99
The Forbidden (Vampire Huntress  #5)|L.A. Banks|0312940025|4.27
The Damned (Vampire Huntress  #6)|L.A. Banks|0312336241|4.28
The Damned (Vampire Huntress  #6)|L.A. Banks|0312934432|4.28
Brand New Justice: How Branding Places and Products Can Help the Developing World|Simon Anholt|0750666005|3.69
Katie's Big Move (Junior Gymnasts  #2)|Teddy Slater-Wayne Alfano|0590859986|3.91
Amanda's Unlucky Day (Junior Gymnasts  #6)|Teddy Slater-Wayne Alfano|0590959883|3.5
Beat That! Cookbook|Ann Hodgman|0395971780|4.29
Stake That (Blood Coven Vampire  #2)|Mari Mancusi|0425212106|3.98
Sk8er Boy (First Kiss Club #1)|Mari Mancusi|0843956046|3.72
Bride & Groom (A Dog Lover's Mystery  #16)|Susan Conant-Maxwell Award|0425200744|3.79
Stud Rites (A Dog Lover's Mystery #9)|Susan Conant|0425201597|3.81
The Dogfather (A Dog Lover's Mystery  #15)|Susan Conant|0425194590|3.82
Steamed (A Gourmet Girl Mystery  #1)|Jessica Conant-Park-Susan Conant|0425210383|3.47
Paws Before Dying (A Dog Lover's Mystery  #4)|Susan Conant|0425144305|3.89
A New Leash on Death (A Dog Lover's Mystery  #1)|Susan Conant|0425146227|3.79
Scratch the Surface (A Cat Lover's Mystery #1)|Susan Conant|0425206114|3.34
Lucifer's Shadow|David Hewson|0385338058|3.58
The Villa Of Mysteries (Nic Costa  #2)|David Hewson|1405000473|3.61
The Key (Deed  #2)|Lynsay Sands|084394482X|4.03
The Deed (Deed  #1)|Lynsay Sands|0843948108|3.93
The Chase (Deed  #3)|Lynsay Sands|0843953241|4.05
Bliss|Lynsay Sands|0843949090|3.97
The Perfect Wife|Lynsay Sands|084395499X|3.87
Sweet Revenge|Lynsay Sands|0843946806|3.98
The Reluctant Reformer|Lynsay Sands|0843949740|3.93
Love Is Blind|Lynsay Sands|0843955007|4.0
Standard Catalog of Smith & Wesson|Jim Supica-Richard Nahas|089689293X|4.37
Korea's Place in the Sun: A Modern History|Bruce Cumings|0393327027|3.76
Mighty Love|Howard Chaykin|1563899310|3.08
Challengers of the Unknown: Stolen Moments  Borrowed Time|Howard Chaykin-Michelle Madsen|1401209416|2.86
Black Kiss|Howard Chaykin|1560973803|3.58
Son of Superman|Howard Chaykin-David Tischman-J.H. Williams III-Mick Gray-Lee Loughridge|1563895951|3.36
Castle Diary: The Journal of Tobias Burgess|Richard Platt-Chris Riddell|0763621641|3.84
Disaster!: Catastrophes That Shook the World|Richard Bonson-Richard Platt|0789420341|4.11
Stephen Biesty's Incredible Explosions|Stephen Biesty-Richard Platt|0789410249|4.43
The Burglar Who Thought He Was Bogart (Bernie Rhodenbarr  #7)|Lawrence Block|0060872799|3.89
Hit Parade (John Keller  #3)|Lawrence Block|0060840889|3.86
The Burglar Who Painted Like Mondrian (Bernie Rhodenbarr  #5)|Lawrence Block|0060731435|3.88
The Burglar Who Liked to Quote Kipling (Bernie Rhodenbarr  #3)|Lawrence Block|0060731257|3.83
The Sins of the Fathers (Matthew Scudder  #1)|Lawrence Block|0752834525|3.87
Out on the Cutting Edge (Matthew Scudder  #7)|Lawrence Block|0752837494|4.07
Writing the Novel: From Plot to Print|Lawrence Block|0898792088|3.94
The Burglar Who Traded Ted Williams (Bernie Rhodenbarr  #6)|Lawrence Block|0060731443|3.89
Gilda Joyce: Psychic Investigator (Gilda Joyce  #1)|Jennifer Allison|0142406988|3.88
Boeing Versus Airbus: The Inside Story of the Greatest International Competition in Business|John Newhouse|1400043360|3.63
